Handle,Title,Description,Rule Tags,AI Tags,Final Tags,Category,Audit Error Type,Audit Error Details,Correction,AI Prompt,Model Output
0mg-fantasi-ice-remix-100ml-shortfill-e-liquid-70vg-30pg,0mg Fantasi Ice Remix 100ml Shortfill E-Liquid (70VG/30PG),"<span data-mce-fragment=""1"">Indulge in an awe-inspiring vaping experience with 0mg Fantasi Ice Remix 100ml Shortfill E-Liquid. With a perfect 70VG and 30PG balance, this nicotine-free liquid offers a harmonious blend of rich flavors and satisfying vapor production. Discover a wide range of unique and traditional fruity blends in Fantasi's Ice Remix series. Don't miss out on this premium option for a truly unmatched vaping experience!</span><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Made in the UK</li>
<li data-mce-fragment=""1"">0mg Nicotine Strength</li>
<li data-mce-fragment=""1"">100ml E-liquid Content in a 120ml Shortfill Bottle</li>
<li data-mce-fragment=""1"">Space for 2 x 18mg Nicotine shots for 3mg</li>
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">Childproof and Tamper evident cap</li>
<li data-mce-fragment=""1"">Suitable for Sub Ohm Vaping</li>
<li data-mce-fragment=""1"">Recyclable Bottle and Box</li>
<li data-mce-fragment=""1"">TPD compliant</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong><strong data-mce-fragment=""1""><br data-mce-fragment=""1""></strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Tropical X Thunder</li>
<li data-mce-fragment=""1"">Fruit X Twist</li>
<li data-mce-fragment=""1"">Blackcurrant X Lemon</li>
</ul>","70/30,traditional_nicotine,shortfill,0mg,fruity,100ml,direct-to-lung,ice",shortfill,"70/30,traditional_nicotine,shortfill,0mg,fruity,100ml,direct-to-lung,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-fantasi-remix-100ml-shortfill-e-liquid-70vg-30pg,0mg Fantasi Remix 100ml Shortfill E-Liquid (70VG/30PG),"<span data-mce-fragment=""1"">Fantasi Remix 100ml Shortfill E-Liquid provides an astonishingly pleasurable vape with an incredible variety of flavours! This nicotine-free liquid is masterfully mixed with a perfect 70VG and 30PG balance to deliver a harmonious balance of taste and vapour production. Whether you crave traditional fruity blends or crave something more unique, Fantasi's Remix series has something to satisfy everyone. Don't miss out on this premium, nicotine-free option for an unmatched vaping experience!</span><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Made in the UK</li>
<li data-mce-fragment=""1"">0mg Nicotine Strength</li>
<li data-mce-fragment=""1"">100ml E-liquid Content in a 120ml Shortfill Bottle</li>
<li data-mce-fragment=""1"">Space for 2 x 18mg Nicotine shots for 3mg</li>
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">Childproof and Tamper evident cap</li>
<li data-mce-fragment=""1"">Suitable for Sub Ohm Vaping</li>
<li data-mce-fragment=""1"">Recyclable Bottle and Box</li>
<li data-mce-fragment=""1"">TPD compliant</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:</strong><strong data-mce-fragment=""1""><br data-mce-fragment=""1""></strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Grape X Strawberry</li>
</ul>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Blackcurrant X Grape Apple</li>
<li data-mce-fragment=""1"">Blue Raspberry X Lemonade</li>
<li data-mce-fragment=""1"">Blueberry X Honeydew</li>
<li data-mce-fragment=""1"">Pineapple X Grapefruit</li>
</ul>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Blue Raspberry X Cherry</li>
</ul>","70/30,traditional_nicotine,shortfill,0mg,fruity,100ml,direct-to-lung",shortfill,"70/30,traditional_nicotine,shortfill,0mg,fruity,100ml,direct-to-lung",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-flvrhaus-diy-flavour-concentrate-30ml,0mg FLVRHAUS DIY Flavour Concentrate 30ml,"<p><meta charset=""UTF-8""><span>Ace of Vapes FLVRHAUS Concentrate 30ml is a premium e-liquid flavouring designed for vapers who enjoy creating their own custom blends. Crafted with precision and rich in aroma, this concentrated formula delivers an authentic taste experience with every puff. Its high-quality ingredients ensure a smooth, consistent flavour that blends perfectly with your preferred base liquids. Ideal for DIY enthusiasts, the FLVRHAUS Concentrate allows you to adjust the strength of your mix according to your taste preference, offering complete control over flavor intensity. Packaged in a convenient 30ml bottle, it’s easy to store, measure, and mix, making it a must-have for anyone looking to elevate their vaping experience with authentic, bold flavour profiles.</span><span></span></p>
<p><strong>Specifications:</strong></p>
<ul>
<li>30ml bottle</li>
<li>To be mixed at 20%<br>
</li>
<li>Designed for DIY mixing</li>
<li>Made in the UK</li>
<li>Recyclable bottle</li>
<li>Childproof cap</li>
<li>Tamper evident seal</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Banana Milkshake</li>
<li>Chocolate Milkshake</li>
<li>Trash Candy Blue</li>
</ul>","30ml,0mg,candy/sweets,nic_salt",,"30ml,0mg,candy/sweets,nic_salt",e-liquid,,,,,
0mg-hayati-pro-max-100ml-shortfill-70vg-30pg,0mg Hayati Pro Max 100ml Shortfill (70VG/30PG),"<p data-mce-fragment=""1"">Explore the full potential of vaping with the 0mg Hayati Pro Max 100ml Shortfill, a premium e-liquid that delivers an exceptional flavour experience. This perfectly balanced blend of 70% Vegetable Glycerin and 30% Propylene Glycol guarantees a smooth and satisfying vape, with impressive cloud production. The high VG content creates dense and voluminous vapor clouds, while the PG component adds a well-rounded throat hit and enhances flavour delivery. As a shortfill, this 100ml bottle comes pre-filled with 100ml of flavourful e-liquid, leaving ample room for you to add your desired nicotine strength with a separate nicotine shot. The 0mg Hayati Pro Max 100ml Shortfill caters to a wide range of vaping preferences, offering customization and versatility for an unparalleled vaping experience. Elevate your senses and embark on a truly indulgent vaping journey with this meticulously crafted e-liquid.  </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications: </strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">0mg Nicotine Strength</li>
<li data-mce-fragment=""1"">100ml E-liquid Content in a 120ml Shortfill Bottle</li>
<li data-mce-fragment=""1"">Space for 2 x Nicotine shots </li>
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">Childproof and Tamper evident cap</li>
<li data-mce-fragment=""1"">Suitable for Sub Ohm Vaping</li>
<li data-mce-fragment=""1"">Recyclable Bottle<br>
</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours: </strong></p>
<ul>
<li>Banana Ice<br>
</li>
<li>Blueberry Raspberry<br>
</li>
<li>Blueberry Cherry Cranberry<br>
</li>
<li>Blue Razz Cherry<br>
</li>
<li>Blue Razz Gummy Bear<br>
</li>
<li>Blue Sour Raspberry<br>
</li>
<li>Fizzy Cherry<br>
</li>
<li>Fresh Mint<br>
</li>
<li>Juicy Peach<br>
</li>
<li>Lemon &amp; Lime<br>
</li>
<li>Mr Blue<br>
</li>
<li>Pineapple Ice<br>
</li>
<li>Rainbow<br>
</li>
<li>Red Apple Ice<br>
</li>
<li>Strawberry Raspberry Cherry Ice<br>
</li>
<li>Summer Dream<br>
</li>
<li>Triple Mango<br>
</li>
<li>Watermelon Lemon Burst<br>
</li>
<li>Watermelon Ice<br>
</li>
<li>Vimbull Ice<br><br>
</li>
</ul>
<!----><!---->","70/30,candy/sweets,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",shortfill,"candy/sweets,70/30,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-ifresh-10000-puffs-2in1-disposable-pod-kit,0mg iFresh 10000 Puffs 2in1 Disposable Pod Kit,"<p>Experience the ultimate in long-lasting, nicotine-free vaping with the iFresh 10000 2-HRI Disposable Pod Kit. This innovative device offers an impressive 10,000 puffs, allowing you to enjoy extended vaping sessions without the need for frequent replacements. The 2-HRI system features two pre-filled pods, each containing 10ml of e-liquid, for a total of 20ml capacity. With zero nicotine content, this disposable vape is perfect for those looking to enjoy the flavours and experience of vaping without the addictive substance. The compact and portable design houses a powerful rechargeable battery, ensuring consistent performance throughout its lifespan. Utilizing advanced technology, the iFresh 10000 delivers smooth, flavourful vapor with every draw, thanks to its integrated mesh coil system. Whether you're a seasoned vaper or new to the world of e-cigarettes, this disposable pod kit offers convenience, satisfaction, and peace of mind in a sleek, user-friendly package.<br><br><br><strong>Specifications: </strong><br></p>
<ul>
<li>10000 Puffs<br>
</li>
<li>0mg Nicotine </li>
<li>500mAh Rechargeable Battery<br>
</li>
<li>2 x 10ml Prefilled Pods<br>
</li>
<li>2-HRI(Harm Reducing Innovation)<br>
</li>
<li>Type-C<br>
</li>
<li>10 Amazing Flavours<br>
</li>
<li>Compact &amp; Sleek<br>
</li>
<li>Crystal Like Design<br>
</li>
<li>MTL (Mouth-to-Lung)<br>
</li>
<li>Inhale-Activated<br>
</li>
<li>Fully TPD Complaint<br>
</li>
</ul>
<p><strong>Whats In The Box: </strong><br></p>
<ul>
<li>1 x iFresh 10000 2-HRI Vape<br>
</li>
<li>2 x Prefilled Pods<br>
</li>
<li>1 x Manuals<br>
</li>
</ul>
<p><strong>Flavours: </strong><br></p>
<ul>
<li>Blueberry Raspberry<br>
</li>
<li>Blue Razz Lemonade<br>
</li>
<li>Cherry Ice<br>
</li>
<li>Coffee<br>
</li>
<li>Fresh Mint<br>
</li>
<li>Grape Ice<br>
</li>
<li>Lemon Lime<br>
</li>
<li>Little Bears<br>
</li>
<li>Mr Blue<br>
</li>
<li>Watermelon Ice<br>
</li>
</ul>
<!----><!---->","mouth-to-lung,0mg,10ml,nic_salt,ice,20ml",,"mouth-to-lung,0mg,10ml,nic_salt,ice,20ml",e-liquid,,,,,
0mg-imp-jar-fizz-100ml-shortfill-50vg-50pg,0mg Imp Jar Fizz 100ml Shortfill (50VG/50PG),"<p>Delight in a revitalizing and invigorating vaping journey with 0mg Imp Jar Fizz 100ml Shortfill. This e-liquid masterpiece captures the essence of fizzy delights, tantalizing your palate with a perfect fusion of tangy citrus notes and effervescent effervescence. The balanced 50VG/50PG ratio ensures a smooth and satisfying vape with each puff. The 100ml shortfill allows for customizable nicotine levels, providing a personalized experience catered specifically to you. Crafted with premium ingredients, 0mg Imp Jar Fizz 100ml Shortfill is the ultimate indulgence, transporting you to a world of refreshing celebration with every inhale.<strong><br></strong></p>
<p><strong>Product Features:</strong></p>
<ul>
<li>Made in the UK<br>
</li>
<li>0mg Nicotine Strength<br>
</li>
<li>100ml E-Liquid Content in a 120ml Shortfill Bottle<br>
</li>
<li>Space for 2 x 10ml Nicotine shots<br>
</li>
<li>50VG/50PG<br>
</li>
<li>Ideal for Sub-Ohm Devices and Kits<br>
</li>
<li>Childproof Cap and Tamper Evident Seal<br>
</li>
<li>Recyclable Bottle<br>
</li>
<li>TPD Complaint</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Cherry Cola</li>
<li>Cola</li>
<li>Blackcurrant Lemonade </li>
<li>Fizzy Orange</li>
<li>Summer Fruits Lemonade</li>
<li>
</li>
</ul>
<p><!----><br></p>
<p><!----><!----><!----></p>","50/50,shortfill,0mg,fruity,10ml,100ml,nic_salt",,"50/50,shortfill,0mg,fruity,10ml,100ml,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-imp-jar-fizz-50ml-shortfill-50vg-50pg,0mg Imp Jar Fizz 50ml Shortfill (50VG/50PG),"<p>Prepare to embark on a refreshingly effervescent vaping adventure with the 0mg Imp Jar Fizz 50ml Shortfill. This tantalizing e-liquid masterpiece captures the essence of fizzy delights, tantalizing your taste buds with its invigorating blend of zesty citrus notes and a hint of effervescent sparkle. Expertly crafted with a perfectly balanced 50VG/50PG ratio, it delivers a smooth and satisfying vape with every puff. The 50ml shortfill bottle allows you to customize your desired nicotine strength, ensuring a personalized experience tailored to your preferences. Meticulously formulated with premium ingredients, the 0mg Imp Jar Fizz 50ml Shortfill promises to transport you to a realm of refreshing indulgence, where every inhale is a celebration of flavor and rejuvenation.<strong><br></strong></p>
<p><strong>Product Features:</strong></p>
<ul>
<li>Made in the UK<br>
</li>
<li>0mg Nicotine Strength<br>
</li>
<li>50ml E-Liquid Content in a 60ml Shortfill Bottle<br>
</li>
<li>Space for 1 x 10ml Nicotine shots<br>
</li>
<li>50VG/50PG<br>
</li>
<li>Ideal for Sub-Ohm Devices and Kits<br>
</li>
<li>Childproof Cap and Tamper Evident Seal<br>
</li>
<li>Recyclable Bottle<br>
</li>
<li>TPD Complaint</li>
</ul>
<p><strong>Flavours:</strong><br></p>
<ul>
<li>Blackcurrant &amp; Lemonade<br>
</li>
<li>Cream Soda<br>
</li>
<li>Fizzy Orange<br>
</li>
<li>Summer Fruits &amp; Lemonade<br><br>
</li>
</ul>
<!----><!---->","50ml,50/50,shortfill,0mg,fruity,10ml,nic_salt",shortfill,"50ml,50/50,shortfill,0mg,fruity,10ml,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-imp-jar-imp20-100ml-shortfill-50vg-50pg,0mg Imp Jar imp20 100ml Shortfill (50VG/50PG),"<p><meta charset=""UTF-8""><span>The 0mg Imp Jar Imp 20 100ml Shortfill is a perfectly balanced e-liquid designed for vapers who enjoy a smooth, flavourful experience without nicotine. Crafted with a 50VG/50PG ratio, this blend delivers excellent vapour production while maintaining a crisp throat hit suited for both sub-ohm and MTL vaping styles. Each bottle contains 100ml of nicotine-free e-liquid, leaving enough space to add your preferred nic shots if desired. The Imp 20 range captures rich, consistent flavor with every puff, making it an ideal choice for all-day vaping. Packaged in a durable and convenient bottle, it’s perfect for those who prefer a customisable and satisfying vape.</span></p>
<p><strong>Specifications:</strong></p>
<ul>
<li>100ml Of E-Liquid In A 120ml Bottle</li>
<li>0mg Nicotine Strength</li>
<li>50VG/50PG</li>
<li>Blended For Mouth To Lung Vaping</li>
<li>Made In The UK</li>
<li>Childproof Cap</li>
<li>Tamper Evident Seal</li>
<li>Recyclable Bottle</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Apple &amp; Mango</li>
<li>Apple &amp; Raspberry</li>
<li>Orange &amp; Passionfruit</li>
<li>Pear &amp; Guava</li>
<li>Pear &amp; Raspberry</li>
</ul>","50/50,mouth-to-lung,shortfill,0mg,100ml,nic_salt",shortfill,"50/50,mouth-to-lung,shortfill,0mg,100ml,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-imp-jar-imp2o-50ml-shortfill-50vg-50pg,0mg Imp Jar Imp2O 50ml Shortfill (50VG/50PG),"<p>Indulge in an exceptional vaping experience with the 0mg Imp Jar Imp2O 50ml Shortfill. This unique e-liquid masterpiece offers a perfectly balanced 50VG/50PG ratio for a smooth and satisfying vape. Personalize your nicotine strength with the 50ml shortfill bottle and embark on a tailored vaping journey. Crafted with premium ingredients, the 0mg Imp Jar Imp2O 50ml Shortfill tantalizes the senses with its captivating flavour profile, a harmonious blend of invigorating notes that will transport you to a realm of pure refreshment!<br></p>
<p><strong>Product Features:</strong></p>
<ul>
<li>Made in the UK<br>
</li>
<li>0mg Nicotine Strength<br>
</li>
<li>50ml E-Liquid Content in a 60ml Shortfill Bottle<br>
</li>
<li>Space for 1 x 10ml Nicotine shots<br>
</li>
<li>50VG/50PG<br>
</li>
<li>Ideal for Sub-Ohm Devices and Kits<br>
</li>
<li>Childproof Cap and Tamper Evident Seal<br>
</li>
<li>Recyclable Bottle<br>
</li>
<li>TPD Complaint</li>
</ul>
<p><strong>Flavours:<br></strong></p>
<ul>
<li>Apple &amp; Mango<br>
</li>
<li>Apple &amp; Raspberry<br>
</li>
<li>Orange &amp; Passionfruit<br>
</li>
<li>Pear &amp; Guava<br>
</li>
<li>Pear &amp; Raspberry<br>
</li>
</ul>
<!----><!---->","50ml,50/50,shortfill,0mg,10ml,nic_salt",shortfill,"50ml,50/50,shortfill,0mg,10ml,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-imp-jar-original-100ml-shortfill-50vg-50pg,0mg Imp Jar Original 100ml Shortfill (50VG/50PG),"<p>Experience the exquisite 0mg Imp Jar Original 100ml Shortfill - a meticulously crafted e-liquid designed to deliver a premium vaping experience. Perfectly balanced with a 50VG/50PG ratio, this blend ensures a smooth and satisfying taste. Adjust your nicotine strength using the included 50ml shortfill bottle, catering to your individual preferences. Made with the highest quality ingredients, this e-liquid boasts an unparalleled flavor profile that will tantalize your senses. Whether you're a seasoned vaper or new to the vaping world, the 0mg Imp Jar Original 100ml Shortfill is a must-try for a truly exceptional journey.<br><br></p>
<p><strong>Product Features:</strong></p>
<ul>
<li>Made in the UK <br>
</li>
<li>0mg Nicotine Strength<br>
</li>
<li>100ml E-Liquid Content in a 120ml Shortfill Bottle<br>
</li>
<li>Space for 2 x 10ml Nicotine shots<br>
</li>
<li>50VG/50PG<br>
</li>
<li>Ideal for Sub-Ohm Devices and Kits<br>
</li>
<li>Childproof Cap and Tamper Evident Seal<br>
</li>
<li>Recyclable Bottle<br>
</li>
<li>TPD Complaint</li>
</ul>
<p><strong>Flavours:</strong><br></p>
<ul>
<li>Banana Ice<br>
</li>
<li>Blueberry<br>
</li>
<li>Blueberry &amp; Sour Raspberry<br>
</li>
<li>Blueberry Cherry Cranberry </li>
<li>Mixed Berries Aniseed &amp; Menthol</li>
<li>Cotton Candy <br>
</li>
<li>Lemon &amp; Lime</li>
<li>Orange &amp; Mango Ice</li>
<li>Pineapple Ice</li>
<li>Spearmint </li>
<li>Strawberry Kiwi </li>
<li>Strawberry Raspberry &amp; Cherry </li>
<li>Strawberry Raspberry &amp; Watermelon </li>
<li>Sweet Menthol </li>
<li>Watermelon Ice</li>
<li>Blueberry Raspberry &amp; Pomegranate<br>
</li>
<li>Cherry </li>
<li>Peach Ice</li>
<li>Pink Lemonade</li>
<li>Sweet Strawberry </li>
<li>Blue Razz Lemonade<br>
</li>
<li>Kiwi Passionfruit Guava<br>
</li>
<li>Pineapple Peach &amp; Mango<br>
</li>
<li>Triple Berry <br>
</li>
<li>Triple Mango</li>
<li>Double Apple</li>
<li>Cream Tobacco</li>
<li>Rainbow Fruits<br>
</li>
<li>Strawberry &amp; Banana</li>
<li>Triple Melon</li>
</ul>
<p><!----></p>","candy/sweets,50ml,tobacco,50/50,shortfill,0mg,fruity,10ml,100ml,nic_salt,ice",shortfill,"candy/sweets,50ml,tobacco,50/50,shortfill,0mg,fruity,10ml,100ml,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-imp-jar-original-50ml-shortfill-50vg-50pg,0mg Imp Jar Original 50ml Shortfill (50VG/50PG),"<p>Indulge in the 0mg Imp Jar Original 50ml Shortfill, a meticulously crafted e-liquid that delivers a premium vaping experience. With its perfectly balanced 50VG/50PG ratio, this blend guarantees a smooth and satisfying taste. Customize your nicotine strength with the included 50ml shortfill bottle, tailored to your personal preferences. Made with the finest ingredients, this e-liquid boasts an unparalleled flavour profile that will tantalize your senses. Whether you're an experienced vaper or new to the vaping world, the 0mg Imp Jar Original 50ml Shortfill is a must-try for an exceptional journey.<br><br></p>
<p><strong>Product Features:</strong></p>
<ul>
<li>Made in the UK<br>
</li>
<li>0mg Nicotine Strength<br>
</li>
<li>50ml E-Liquid Content in a 60ml Shortfill Bottle<br>
</li>
<li>Space for 1 x 10ml Nicotine shots<br>
</li>
<li>50VG/50PG<br>
</li>
<li>Ideal for Sub-Ohm Devices and Kits<br>
</li>
<li>Childproof Cap and Tamper Evident Seal<br>
</li>
<li>Recyclable Bottle<br>
</li>
<li>TPD Complaint</li>
</ul>
<p><strong>Flavours:</strong><br></p>
<ul>
<li>Banana Ice<br>
</li>
<li>Blue Razz Lemonade<br>
</li>
<li>Blueberry<br>
</li>
<li>Blueberry &amp; Sour Raspberry<br>
</li>
<li>Blueberry Raspberry &amp; Pomegranate<br>
</li>
<li>Cherry<br>
</li>
<li>Cherry Cola<br>
</li>
<li>Cola<br>
</li>
<li>Cotton Candy Ice<br>
</li>
<li>Cream Tobacco<br>
</li>
<li>Double Apple<br>
</li>
<li>Kiwi Passionfruit &amp; Guava<br>
</li>
<li>Lemon &amp; Lime<br>
</li>
<li>Nrg Ice<br>
</li>
<li>Peach Ice<br>
</li>
<li>Pineapple &amp; Grapefruit<br>
</li>
<li>Pineapple Ice<br>
</li>
<li>Pineapple, Peach &amp; Mango<br>
</li>
<li>Pink Lemonade<br>
</li>
<li>Rainbow Fruits<br>
</li>
<li>Red Grape<br>
</li>
<li>Spearmint<br>
</li>
<li>Strawberry &amp; Banana<br>
</li>
<li>Strawberry Raspberry &amp; Cherry Ice<br>
</li>
<li>Sweet Menthol<br>
</li>
<li>Sweet Strawberry Ice<br>
</li>
<li>Triple Berry Ice<br>
</li>
<li>Triple Mango<br>
</li>
<li>Triple Melon<br>
</li>
<li>Watermelon Ice</li>
<li>Blueberry Cherry Cranberry </li>
<li>Mixed Berries, Aniseed &amp; Menthol</li>
<li>Orange &amp; Mango Ice</li>
<li>Strawberry &amp; Kiwi</li>
<li>Strawberry, Raspberry &amp; Watermelon</li>
</ul>
<!----><!----><!---->","candy/sweets,50ml,tobacco,50/50,shortfill,0mg,fruity,10ml,nic_salt,ice",shortfill,"candy/sweets,50ml,tobacco,50/50,shortfill,0mg,fruity,10ml,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
